parameter,family,method,sample_size,mean_bias,mean_rel_bias,mean_bias_z,mean_true_value,min_rel_bias,max_rel_bias
delta,mc,tmb,250,0.29134169476394733,0.09711389825464911,0.30768451183049417,3,0.09711389825464911,0.09711389825464911
delta,mc,tmb,500,0.1237355205756625,0.041245173525220835,0.20051379254973312,3,0.041245173525220835,0.041245173525220835
delta,mc,tmb,1000,0.05933320330809755,0.019777734436032517,0.13944054863793437,3,0.019777734436032517,0.019777734436032517
delta,mc,tmb,5000,0.010077926646577584,0.003359308882192528,0.05418601912696804,3,0.003359308882192528,0.003359308882192528
gamma,beta,nlminb,100,0.0871757622699425,0.02905858742331417,0.2067570552088443,3,0.02905858742331417,0.02905858742331417
gamma,beta,nlminb,250,0.031410234351624045,0.010470078117208015,0.12003792424475546,3,0.010470078117208015,0.010470078117208015
gamma,beta,nlminb,500,0.015583417868004545,0.005194472622668182,0.08468099707893516,3,0.005194472622668182,0.005194472622668182
gamma,beta,nlminb,1000,0.009012619293780944,0.0030042064312603145,0.06941872661211494,3,0.0030042064312603145,0.0030042064312603145
gamma,beta,nlminb,5000,0.001894212377639537,6.314041258798456e-4,0.03270392045737819,3,6.314041258798456e-4,6.314041258798456e-4
gamma,beta,nr,100,0.08660525902252614,0.028868419674175378,0.20543625677131078,3,0.028868419674175378,0.028868419674175378
gamma,beta,nr,250,0.03462153661505418,0.01154051220501806,0.1321629118250306,3,0.01154051220501806,0.01154051220501806
gamma,beta,nr,500,0.015406141605731616,0.005135380535243872,0.08372075446019368,3,0.005135380535243872,0.005135380535243872
gamma,beta,nr,1000,0.007218700721857374,0.002406233573952458,0.055633857691970996,3,0.002406233573952458,0.002406233573952458
gamma,beta,nr,5000,0.002262781400708125,7.542604669027083e-4,0.039062313456437396,3,7.542604669027083e-4,7.542604669027083e-4
gamma,beta,optim,100,0.09190237466484108,0.03063412488828036,0.21763012255449327,3,0.03063412488828036,0.03063412488828036
gamma,beta,optim,250,0.03379468094857918,0.011264893649526394,0.1290443307292476,3,0.011264893649526394,0.011264893649526394
gamma,beta,optim,500,0.01145587080688193,0.0038186236022939766,0.06233978844706976,3,0.0038186236022939766,0.0038186236022939766
gamma,beta,optim,1000,0.005140432546920426,0.001713477515640142,0.039646029905205694,3,0.001713477515640142,0.001713477515640142
gamma,beta,optim,5000,0.0015337421866119527,5.112473955373176e-4,0.02648367605428526,3,5.112473955373176e-4,5.112473955373176e-4
gamma,beta,tmb,100,0.07110433587854859,0.023701445292849527,0.16960486322422824,3,0.023701445292849527,0.023701445292849527
gamma,beta,tmb,250,0.023768016895275856,0.007922672298425285,0.09108327897420941,3,0.007922672298425285,0.007922672298425285
gamma,beta,tmb,500,0.01053226302171728,0.003510754340572427,0.05733673320074169,3,0.003510754340572427,0.003510754340572427
gamma,beta,tmb,1000,0.0049796945730782305,0.0016598981910260768,0.03841033567913844,3,0.0016598981910260768,0.0016598981910260768
gamma,beta,tmb,5000,0.0014865161072283861,4.955053690761287e-4,0.025668950853448596,3,4.955053690761287e-4,4.955053690761287e-4
gamma,bkw,nlminb,100,3.0276413970079963,3.784551746259995,0.1685998869113504,0.8,3.784551746259995,3.784551746259995
gamma,bkw,nlminb,250,1.1464238840200678,1.4330298550250846,0.2407966304422059,0.8,1.4330298550250846,1.4330298550250846
gamma,bkw,nlminb,500,0.34352847345405535,0.4294105918175692,0.24944008276059879,0.8,0.4294105918175692,0.4294105918175692
gamma,bkw,nlminb,1000,0.05345107786240777,0.06681384732800971,0.19715924322668962,0.8,0.06681384732800971,0.06681384732800971
gamma,bkw,nlminb,5000,0.004585916048456262,0.005732395060570328,0.049665740539372824,0.8,0.005732395060570328,0.005732395060570328
gamma,bkw,nr,100,0.16757658381941953,0.20947072977427442,0.03125203424061223,0.8,0.20947072977427442,0.20947072977427442
gamma,bkw,nr,250,0.1823857499950171,0.2279821874937714,0.020353263545510657,0.8,0.2279821874937714,0.2279821874937714
gamma,bkw,nr,500,0.16526622785735223,0.2065827848216903,0.004461911584047731,0.8,0.2065827848216903,0.2065827848216903
gamma,bkw,nr,1000,0.17622138523248576,0.2202767315406072,0.0035949067181135566,0.8,0.2202767315406072,0.2202767315406072
gamma,bkw,nr,5000,0.08409150426587553,0.10511438033234441,0.07959952121322604,0.8,0.10511438033234441,0.10511438033234441
gamma,bkw,optim,100,2.1690525738653106,2.711315717331638,0.1981076951505923,0.8,2.711315717331638,2.711315717331638
gamma,bkw,optim,250,0.7446998084136252,0.9308747605170314,0.2475993921629846,0.8,0.9308747605170314,0.9308747605170314
gamma,bkw,optim,500,0.1851418027974655,0.23142725349683188,0.26573530173527066,0.8,0.23142725349683188,0.23142725349683188
gamma,bkw,optim,1000,0.03424620025358216,0.0428077503169777,0.12658074509349765,0.8,0.0428077503169777,0.0428077503169777
gamma,bkw,optim,5000,0.00621940588966885,0.007774257362086062,0.061745225961472444,0.8,0.007774257362086062,0.007774257362086062
gamma,bkw,tmb,100,0.6035942082449739,0.7544927603062174,0.381325652168917,0.8,0.7544927603062174,0.7544927603062174
gamma,bkw,tmb,250,0.22937561316322608,0.2867195164540326,0.33921587222209665,0.8,0.2867195164540326,0.2867195164540326
gamma,bkw,tmb,500,0.10511941761924282,0.13139927202405352,0.2915861768720025,0.8,0.13139927202405352,0.13139927202405352
gamma,bkw,tmb,1000,0.04898181822864511,0.06122727278580639,0.22858885114765828,0.8,0.06122727278580639,0.06122727278580639
gamma,bkw,tmb,5000,0.006667191151860541,0.008333988939825676,0.07756524498639288,0.8,0.008333988939825676,0.008333988939825676
gamma,gkw,nlminb,100,1.116678841537488,1.39584855192186,0.07672590156145863,0.8,1.39584855192186,1.39584855192186
gamma,gkw,nlminb,250,-0.08491254414561689,-0.10614068018202111,-0.02758339518594813,0.8,-0.10614068018202111,-0.10614068018202111
gamma,gkw,nlminb,500,-0.2616019722690982,-0.3270024653363727,-0.2919334230273289,0.8,-0.3270024653363727,-0.3270024653363727
gamma,gkw,nlminb,1000,-0.2875591309867428,-0.35944891373342847,-0.4342995463404026,0.8,-0.35944891373342847,-0.35944891373342847
gamma,gkw,nlminb,5000,-0.13273184600359444,-0.16591480750449306,-0.1930558026105638,0.8,-0.16591480750449306,-0.16591480750449306
gamma,gkw,nr,100,0.35622232959902567,0.4452779119987821,0.006566323604769773,0.8,0.4452779119987821,0.4452779119987821
gamma,gkw,nr,250,0.2719350690965332,0.3399188363706665,0.0021071927593312293,0.8,0.3399188363706665,0.3399188363706665
gamma,gkw,nr,500,0.26798737126166405,0.33498421407708007,0.0014526116956949076,0.8,0.33498421407708007,0.33498421407708007
gamma,gkw,nr,1000,-0.1777740896966188,-0.22221761212077348,-0.0015011849490225088,0.8,-0.22221761212077348,-0.22221761212077348
gamma,gkw,nr,5000,0.3234897510716017,0.40436218883950215,0.002735030979113774,0.8,0.40436218883950215,0.40436218883950215
gamma,gkw,optim,100,0.6332589571673524,0.7915736964591904,0.0979820725269654,0.8,0.7915736964591904,0.7915736964591904
gamma,gkw,optim,250,0.47214975453662555,0.5901871931707819,0.10367294912771605,0.8,0.5901871931707819,0.5901871931707819
gamma,gkw,optim,500,-0.25575296702297967,-0.3196912087787246,-0.2629756844711478,0.8,-0.3196912087787246,-0.3196912087787246
gamma,gkw,optim,1000,0.42955095617278305,0.5369386952159788,0.14097515538137545,0.8,0.5369386952159788,0.5369386952159788
gamma,gkw,optim,5000,-0.02958498615857097,-0.03698123269821371,-0.03153647877012582,0.8,-0.03698123269821371,-0.03698123269821371
gamma,gkw,tmb,100,0.39843511909377316,0.49804389886721645,0.18652984615364027,0.8,0.49804389886721645,0.49804389886721645
gamma,gkw,tmb,250,0.27872108099963544,0.3484013512495443,0.17670282862893705,0.8,0.3484013512495443,0.3484013512495443
gamma,gkw,tmb,500,0.12812274696830894,0.16015343371038618,0.11290274131759177,0.8,0.16015343371038618,0.16015343371038618
gamma,gkw,tmb,1000,0.03206637966961012,0.040082974587012654,0.0377394311667826,0.8,0.040082974587012654,0.040082974587012654
gamma,gkw,tmb,5000,-0.09938142448369491,-0.12422678060461864,-0.2197718566859331,0.8,-0.12422678060461864,-0.12422678060461864
gamma,mc,nr,100,-0.009687718869118234,-0.009687718869118234,-3.945456195222652e-5,1,-0.009687718869118234,-0.009687718869118234
gamma,mc,nr,250,-0.009801075561007955,-0.009801075561007955,-3.9934745188337266e-5,1,-0.009801075561007955,-0.009801075561007955
gamma,mc,nr,500,-0.009653968300159854,-0.009653968300159854,-3.934320201103504e-5,1,-0.009653968300159854,-0.009653968300159854
gamma,mc,nr,1000,-0.00984542729755944,-0.00984542729755944,-4.012167887750435e-5,1,-0.00984542729755944,-0.00984542729755944
gamma,mc,nr,5000,-0.010329276843036528,-0.010329276843036528,-4.2093575946355974e-5,1,-0.010329276843036528,-0.010329276843036528
gamma,mc,tmb,100,0.574807573881023,0.574807573881023,0.27224232964779616,1,0.574807573881023,0.574807573881023
gamma,mc,tmb,250,0.4786567341511945,0.4786567341511945,0.308960086070747,1,0.4786567341511945,0.4786567341511945
gamma,mc,tmb,500,0.32288470759624266,0.32288470759624266,0.3159884682354211,1,0.32288470759624266,0.32288470759624266
gamma,mc,tmb,1000,0.16524576901709853,0.16524576901709853,0.28964248663793535,1,0.16524576901709853,0.16524576901709853
gamma,mc,tmb,5000,0.023653862556478167,0.023653862556478167,0.1402600888712754,1,0.023653862556478167,0.023653862556478167
lambda,ekw,nlminb,100,14.685789191036864,9.790526127357909,0.10924809066558522,1.5,9.790526127357909,9.790526127357909
lambda,ekw,nlminb,250,2.914249638018833,1.9428330920125554,0.18849878719440974,1.5,1.9428330920125554,1.9428330920125554
lambda,ekw,nlminb,500,0.42311844506868357,0.28207896337912236,0.3148234262552228,1.5,0.28207896337912236,0.28207896337912236
lambda,ekw,nlminb,1000,0.15475384139875437,0.10316922759916958,0.2500986222549939,1.5,0.10316922759916958,0.10316922759916958
lambda,ekw,nlminb,5000,0.02230247274987396,0.014868315166582638,0.09602771863072943,1.5,0.014868315166582638,0.014868315166582638
lambda,ekw,nr,100,2.2077199614781398,1.4718133076520932,0.024960882091990922,1.5,1.4718133076520932,1.4718133076520932
lambda,ekw,nr,250,2.2422636057293843,1.4948424038195895,0.09432702825401007,1.5,1.4948424038195895,1.4948424038195895
lambda,ekw,nr,500,1.55131542924706,1.0342102861647067,0.059268984493632715,1.5,1.0342102861647067,1.0342102861647067
lambda,ekw,nr,1000,1.0589624308117496,0.7059749538744997,0.048478303588055056,1.5,0.7059749538744997,0.7059749538744997
lambda,ekw,nr,5000,0.27880316953652673,0.1858687796910178,0.0073208999022471005,1.5,0.1858687796910178,0.1858687796910178
lambda,ekw,optim,100,3.524458542275931,2.349639028183954,0.25440153189689596,1.5,2.349639028183954,2.349639028183954
lambda,ekw,optim,250,1.332095898183833,0.8880639321225553,0.33352450020611624,1.5,0.8880639321225553,0.8880639321225553
lambda,ekw,optim,500,0.39753055316102803,0.2650203687740187,0.3288753051297382,1.5,0.2650203687740187,0.2650203687740187
lambda,ekw,optim,1000,0.15383413415744074,0.10255608943829382,0.2484811129837712,1.5,0.10255608943829382,0.10255608943829382
lambda,ekw,optim,5000,0.027893661953244164,0.01859577463549611,0.11932219530566543,1.5,0.01859577463549611,0.01859577463549611
lambda,ekw,tmb,100,1.0897404692167267,0.7264936461444845,0.32225770910177737,1.5,0.7264936461444845,0.7264936461444845
lambda,ekw,tmb,250,0.66047378016426,0.44031585344283997,0.35010172824887675,1.5,0.44031585344283997,0.44031585344283997
lambda,ekw,tmb,500,0.3120549655031908,0.20803664366879385,0.30661447419142174,1.5,0.20803664366879385,0.20803664366879385
lambda,ekw,tmb,1000,0.14681275037292818,0.09787516691528546,0.2437738981961998,1.5,0.09787516691528546,0.09787516691528546
lambda,ekw,tmb,5000,0.024743542533921303,0.016495695022614203,0.10638829571186442,1.5,0.016495695022614203,0.016495695022614203
lambda,gkw,nlminb,100,21.66969809051761,14.446465393678407,0.20166849759449204,1.5,14.446465393678407,14.446465393678407
lambda,gkw,nlminb,250,9.27819468964586,6.185463126430573,0.2676292162943113,1.5,6.185463126430573,6.185463126430573
lambda,gkw,nlminb,500,5.059948447053764,3.3732989647025096,0.32005196121477303,1.5,3.3732989647025096,3.3732989647025096
lambda,gkw,nlminb,1000,4.01568944100755,2.677126294005033,0.3763166394824017,1.5,2.677126294005033,2.677126294005033
lambda,gkw,nlminb,5000,1.7733840955816635,1.182256063721109,0.425998690276064,1.5,1.182256063721109,1.182256063721109
lambda,gkw,nr,100,0.0045375162858323215,0.0030250108572215475,7.917933489110395e-5,1.5,0.0030250108572215475,0.0030250108572215475
lambda,gkw,nr,250,-0.4946458972089136,-0.3297639314726091,-0.004816135753661236,1.5,-0.3297639314726091,-0.3297639314726091
lambda,gkw,nr,500,-0.004952038251823998,-0.003301358834549332,-2.3997477870045486e-5,1.5,-0.003301358834549332,-0.003301358834549332
lambda,gkw,nr,1000,0.4329285524260873,0.2886190349507249,0.0013124467053802955,1.5,0.2886190349507249,0.2886190349507249
lambda,gkw,nr,5000,-0.6730530016888253,-0.44870200112588354,-0.0081642908495383245,1.5,-0.44870200112588354,-0.44870200112588354
lambda,gkw,optim,100,13.918738719262386,9.279159146174925,0.35212148513094993,1.5,9.279159146174925,9.279159146174925
lambda,gkw,optim,250,10.06245737083317,6.708304913888781,0.4364753997863983,1.5,6.708304913888781,6.708304913888781
lambda,gkw,optim,500,10.47574509213546,6.98383006142364,0.5281337088480313,1.5,6.98383006142364,6.98383006142364
lambda,gkw,optim,1000,1.5070815538898823,1.0047210359265881,0.276295194816993,1.5,1.0047210359265881,1.0047210359265881
lambda,gkw,optim,5000,0.9629334522417037,0.6419556348278025,0.3830700258619063,1.5,0.6419556348278025,0.6419556348278025
lambda,gkw,tmb,100,0.5641656561585653,0.37611043743904354,0.12047083675329069,1.5,0.37611043743904354,0.37611043743904354
lambda,gkw,tmb,250,0.977488594216247,0.6516590628108313,0.2123714957668161,1.5,0.6516590628108313,0.6516590628108313
lambda,gkw,tmb,500,1.6818284839799116,1.1212189893199411,0.33787096501326536,1.5,1.1212189893199411,1.1212189893199411
lambda,gkw,tmb,1000,2.0458814339561386,1.363920955970759,0.45455110864331977,1.5,1.363920955970759,1.363920955970759
lambda,gkw,tmb,5000,1.9783586679869885,1.3189057786579923,0.6414415241547544,1.5,1.3189057786579923,1.3189057786579923
lambda,kkw,nlminb,100,1.372076104504342,0.9147174030028946,0.08393151628093014,1.5,0.9147174030028946,0.9147174030028946
lambda,kkw,nlminb,250,0.8371206613040751,0.5580804408693835,0.1042717498408194,1.5,0.5580804408693835,0.5580804408693835
lambda,kkw,nlminb,500,0.42428173623193977,0.28285449082129316,0.0794945360533207,1.5,0.28285449082129316,0.28285449082129316
lambda,kkw,nlminb,1000,0.39187661401878526,0.2612510760125235,0.0749692827433226,1.5,0.2612510760125235,0.2612510760125235
lambda,kkw,nlminb,5000,0.18307496224596775,0.12204997483064517,0.044891616522268696,1.5,0.12204997483064517,0.12204997483064517
lambda,kkw,nr,100,0.21949584058646954,0.1463305603909797,0.004680319398951821,1.5,0.1463305603909797,0.1463305603909797
lambda,kkw,nr,250,0.13679008887029354,0.0911933925801957,0.0021756533645633414,1.5,0.0911933925801957,0.0911933925801957
lambda,kkw,nr,500,-0.01195079051084158,-0.007967193673894387,-2.743929924972761e-4,1.5,-0.007967193673894387,-0.007967193673894387
lambda,kkw,nr,1000,0.30184463269703987,0.2012297551313599,0.008172824524574466,1.5,0.2012297551313599,0.2012297551313599
lambda,kkw,nr,5000,0.11766895623364482,0.07844597082242988,0.0011472004733146615,1.5,0.07844597082242988,0.07844597082242988
lambda,kkw,optim,100,1.6724048699712117,1.1149365799808078,0.0940495413450082,1.5,1.1149365799808078,1.1149365799808078
lambda,kkw,optim,250,1.1091893143418132,0.7394595428945422,0.09225733223658505,1.5,0.7394595428945422,0.7394595428945422
lambda,kkw,optim,500,1.9425978167321127,1.2950652111547418,0.1458091407400733,1.5,1.2950652111547418,1.2950652111547418
lambda,kkw,optim,1000,0.8760788161779556,0.584052544118637,0.13256266994089216,1.5,0.584052544118637,0.584052544118637
lambda,kkw,optim,5000,0.5539879555748595,0.36932530371657296,0.1454119392679086,1.5,0.36932530371657296,0.36932530371657296
lambda,kkw,tmb,100,0.8421945218250779,0.561463014550052,0.26288934730651564,1.5,0.561463014550052,0.561463014550052
lambda,kkw,tmb,250,0.3356645447488995,0.223776363165933,0.15646486025133718,1.5,0.223776363165933,0.223776363165933
lambda,kkw,tmb,500,0.19507918110620182,0.13005278740413453,0.10656507050234022,1.5,0.13005278740413453,0.13005278740413453
lambda,kkw,tmb,1000,0.14663365573446718,0.09775577048964479,0.0855732350252398,1.5,0.09775577048964479,0.09775577048964479
lambda,kkw,tmb,5000,0.20668911923609024,0.13779274615739348,0.12231715263224924,1.5,0.13779274615739348,0.13779274615739348
lambda,mc,nr,100,0.4779346213002944,0.3186230808668629,0.001944263572064602,1.5,0.3186230808668629,0.3186230808668629
lambda,mc,nr,250,0.4773280817983161,0.3182187211988774,0.0019423687204765201,1.5,0.3182187211988774,0.3182187211988774
lambda,mc,nr,500,0.47771130648290216,0.3184742043219348,0.0019441682781651808,1.5,0.3184742043219348,0.3184742043219348
lambda,mc,nr,1000,0.47853689935985955,0.3190245995732397,0.001947670292238372,1.5,0.3190245995732397,0.3190245995732397
lambda,mc,nr,5000,0.4776176719802687,0.31841178132017917,0.0019440355970295493,1.5,0.31841178132017917,0.31841178132017917
lambda,mc,tmb,100,0.1792878142322103,0.1195252094881402,0.144672242568204,1.5,0.1195252094881402,0.1195252094881402
lambda,mc,tmb,250,0.042392776762861795,0.028261851175241198,0.051055023566975624,1.5,0.028261851175241198,0.028261851175241198
lambda,mc,tmb,500,-3.164892578455536e-6,-2.109928385637024e-6,-5.234458329099995e-6,1.5,-2.109928385637024e-6,-2.109928385637024e-6
lambda,mc,tmb,1000,-0.0036184170008002337,-0.002412278000533489,-0.008417050178619708,1.5,-0.002412278000533489,-0.002412278000533489
lambda,mc,tmb,5000,7.019689741749602e-5,4.679793161166401e-5,3.7417558569481104e-4,1.5,4.679793161166401e-5,4.679793161166401e-5
